id, radius, time
210, 6,10.653708696365356
254, 8,10.000003337860107
124, 13,10.705503225326538
214, 7,12.936982870101929
123, 10,13.735754251480103
196, 11,10.000003337860107
122, 5,10.412163734436035
250, 8,11.978546380996704
195, 9,10.927659034729004
162, 6,11.49565577507019
231, 9,13.630669832229614
207, 15,14.243791341781616
131, 9,11.688098430633545
167, 12,14.396778345108032
118, 9,14.00724482536316
227, 8,14.085267543792725
139, 7,10.283582210540771
98, 6,13.34255051612854
169, 10,10.420515775680542
134, 10,12.304043769836426
206, 14,10.011016130447388
116, 13,14.354922533035278
115, 13,14.088318109512329
192, 5,14.533583164215088
191, 9,11.422033071517944
204, 5,14.28505277633667
190, 6,10.000003337860107
114, 15,11.041804552078247
138, 6,13.391358852386475
247, 14,14.546746969223022
158, 6,13.550713539123535
142, 15,12.56698203086853
88, 7,14.8252272605896
157, 13,10.887025833129883
226, 11,11.690624952316284
225, 12,10.82033896446228
113, 14,11.241883039474487
137, 14,11.919453859329224
203, 12,13.186245918273926
202, 13,12.943917751312256
246, 9,12.000214576721191
189, 14,12.873789072036743
201, 10,10.402521848678589
245, 7,13.725743770599365
111, 10,10.970357179641724
222, 7,10.170919418334961
171, 13,13.591737270355225
244, 9,10.09705638885498
89, 9,12.415061950683594
188, 10,13.627629518508911
109, 5,10.936850309371948
221, 15,11.62103819847107
242, 7,13.308631658554077
186, 13,11.418998003005981
199, 11,10.301594018936157
219, 10,10.920154571533203
130, 12,13.717094898223877
185, 12,13.897034168243408
241, 7,10.000003337860107
218, 5,11.410819292068481
129, 5,13.519643783569336
133, 14,14.17460298538208
152, 5,10.72316837310791
107, 10,12.496317148208618
198, 13,10.000003337860107
238, 12,12.211199045181274
237, 13,12.594602823257446
151, 5,10.470201015472412
99, 12,14.118494033813477
87, 12,13.96872854232788
150, 10,10.000003337860107
253, 15,13.087560415267944
149, 9,11.729616641998291
180, 15,10.05547022819519
148, 15,10.615909576416016
136, 12,10.000003337860107
147, 7,10.411143064498901
179, 10,11.94809603691101
228, 10,11.027123212814331
164, 11,10.178038358688354
105, 9,10.000003337860107
177, 5,11.779461860656738
236, 14,10.23774528503418
104, 10,10.980140209197998
103, 5,10.000003337860107
140, 11,13.93572187423706
102, 11,13.125692367553711
217, 10,14.984414339065552
145, 14,11.157002925872803
252, 11,14.536643743515015
197, 9,13.629150867462158
235, 11,14.361173629760742
251, 7,10.000003337860107
126, 13,13.623303890228271
233, 11,13.95921802520752
144, 8,14.920262336730957
76, 13,14.172574996948242
75, 14,10.715439558029175
86, 9,14.436414003372192
74, 13,10.000003337860107
73, 12,12.890371322631836
71, 10,12.835596323013306
14, 11,10.12434196472168
16, 9,11.053332805633545
25, 5,12.371207475662231
13, 15,12.319912910461426
23, 12,14.756632804870605
22, 5,14.836122989654541
12, 9,12.282872676849365
20, 12,10.375730752944946
37, 11,11.651330709457397
36, 12,10.000003337860107
84, 6,11.068739652633667
4, 9,14.638920783996582
0, 6,12.072404861450195
82, 7,10.540698766708374
54, 15,12.105029582977295
10, 6,11.734538555145264
44, 12,14.048076868057251
52, 6,10.460878372192383
51, 5,10.8578040599823
9, 13,10.36359691619873
63, 12,11.122158765792847
18, 7,10.000003337860107
19, 6,11.434688806533813
62, 13,11.508814096450806
17, 10,10.824897289276123
61, 12,10.014049291610718
33, 8,13.784977197647095
32, 13,12.139848947525024
58, 10,12.536426544189453
78, 9,14.56486988067627
8, 15,10.39679503440857
57, 11,14.194292545318604
42, 13,10.000003337860107
29, 13,12.534911632537842
28, 6,14.211069583892822
56, 6,10.000003337860107
27, 9,12.10806131362915
